make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Opel Insignia,Station wagon,28950,VAT deductible,7.0,1.0,2022-01,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system","Alloy wheels,Catalytic Converter,Sport seats","ABS,Adaptive headlights,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1490.0,0.0,121.0,Pre-registered,12.0,Cloth,Grey,1487.0,5.8,7.3,4.9,133.0
Opel Insignia,Sedans,41490,VAT deductible,10.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,On-board computer","Alloy wheels,Sport package,Sport seats","ABS,Adaptive Cruise Control,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control",6.0,1490.0,0.0,147.0,New,0.0,Full leather,Black,1503.0,6.2,7.5,4.9,136.0
Opel Insignia,Compact,49884,VAT deductible,5.0,0.0,2023-01,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Heads-up display,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Seat heating","Digital radio,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package,Sport seats","ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1599.0,0.0,147.0,New,0.0,Full leather,Brown,1487.5,6.65,8.0,5.3,145.0
Opel Insignia,Sedans,49350,VAT deductible,14.0,0.0,2023-04,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering",6.0,1956.0,0.0,125.0,New,0.0,Full leather,Black,1503.0,5.9,7.1,4.7,147.0
Opel Insignia,Station wagon,52120,VAT deductible,8.0,0.0,2023-04,Yes,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system","Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Roof rack,Shift paddles,Sport seats,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6.0,1598.0,0.0,147.0,New,0.0,Full leather,Black,1537.0,6.6,8.3,5.6,152.0
Opel Insignia,Sedans,40990,VAT deductible,15.0,0.0,2023-04,No,White,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system","Alloy wheels,Sport seats","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6.0,1599.0,0.0,147.0,New,72.0,alcantara,Black,1503.0,6.3,8.0,5.3,145.0
Opel Insignia,Sedans,40909,VAT deductible,1.0,0.0,2023-01,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Digital radio,MP3,On-board computer,Radio,USB",Alloy wheels,"Daytime running lights,Driver-side airbag,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Tire pressure monitoring system",6.0,1598.0,0.0,121.0,New,0.0,Part leather,Black,1372.0,6.0,7.7,5.1,151.0
Opel Insignia,Sedans,48950,VAT nondeductible,100.0,0.0,2023-04,No,White,metallic,5.0,5.0,Manual,4.0,4WD,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Adaptive Cruise Control,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control",6.0,1956.0,0.0,125.0,New,0.0,Full leather,Black,1503.0,5.9,7.1,4.7,147.0
Opel Insignia,Station wagon,41450,VAT deductible,14.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Roof rack,Shift paddles,Sport seats,Touch screen,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1598.0,0.0,147.0,New,0.0,Part leather,Black,1552.0,6.6,8.2,5.6,151.0
Opel Insignia,Station wagon,40900,VAT deductible,25.0,1.0,2023-03,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Seat heating","Digital radio,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Adaptive headlights,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1490.0,0.0,121.0,Demonstration,0.0,Full leather,Black,1422.0,6.5,7.9,5.6,147.0
Opel Insignia,Station wagon,44970,VAT deductible,1698.0,1.0,2023-05,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","On-board computer,Radio",Alloy wheels,"Adaptive Cruise Control,Daytime running lights,Driver-side airbag,Fog lights,LED Daytime Running Lights,Passenger-side airbag,Tire pressure monitoring system",6.0,1490.0,0.0,121.0,Used,0.0,Cloth,Black,1422.0,6.5,7.9,5.6,147.0
Opel Insignia,Station wagon,42995,VAT deductible,10.0,0.0,2023-01,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Digital radio,On-board computer,Radio","Roof rack,Trailer hitch","Daytime running lights,Driver-side airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Side airbag,Tire pressure monitoring system",6.0,1598.0,0.0,147.0,New,24.0,Cloth,Black,1459.0,6.3,8.0,5.3,145.0
Opel Insignia,Station wagon,42475,VAT deductible,10.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,4WD,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","On-board computer,Radio","Alloy wheels,Roof rack","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6.0,2000.0,0.0,125.0,New,72.0,Full leather,Black,1613.0,5.9,7.8,4.9,156.0
Opel Insignia,Station wagon,40745,VAT deductible,40.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1490.0,0.0,121.0,New,0.0,Full leather,Black,1487.0,6.1,7.6,5.2,139.0
Opel Insignia,Station wagon,44397,VAT deductible,5.0,0.0,2023-01,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Heads-up display,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Digital radio,On-board computer,Radio","Alloy wheels,Roof rack","Daytime running lights,Driver-side airbag,LED Daytime Running Lights,Passenger-side airbag,Tire pressure monitoring system",6.0,1598.0,0.0,147.0,New,0.0,Cloth,Black,1459.0,6.3,8.0,5.3,157.0
Opel Insignia,Compact,40533,VAT deductible,1.0,0.0,2023-01,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor","On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Fog lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1498.0,0.0,104.0,New,0.0,Part leather,Black,1441.0,6.199999999999999,7.3,5.1,129.0
Opel Insignia,Station wagon,39746,VAT deductible,15.0,0.0,2023-01,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system","Digital radio,Hands-free equipment,On-board computer,Radio","Alloy wheels,Roof rack,Voice Control","Alarm system,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Immobilizer,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Side airbag,Tire pressure monitoring system,Traffic sign recognition",6.0,1598.0,0.0,147.0,New,0.0,Cloth,Black,1459.0,6.3,8.0,5.3,145.0
Opel Insignia,Station wagon,39995,VAT deductible,5000.0,1.0,2023-01,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Digital radio,Hands-free equipment,On-board computer,Radio","Alloy wheels,Roof rack,Voice Control","Adaptive headlights,Alarm system,Blind spot monitor,Daytime running lights,Driver-side airbag,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Side airbag,Tire pressure monitoring system,Traffic sign recognition",6.0,1490.0,0.0,121.0,Demonstration,0.0,Full leather,Black,1403.0,5.8,7.2,5.0,136.0
Opel Insignia,Sedans,39450,VAT deductible,10.0,0.0,2023-01,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","Digital radio,On-board computer,Radio","Alloy wheels,Trailer hitch","Daytime running lights,Driver-side airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Tire pressure monitoring system",6.0,1500.0,0.0,121.0,New,0.0,Cloth,Black,1503.0,6.4,7.7,5.1,140.0
Opel Insignia,Station wagon,39190,VAT deductible,14.0,0.0,2023-04,No,Silver,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Roof rack","ABS,Central door lock,Driver-side airbag,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag",6.0,1598.0,0.0,100.0,New,0.0,Full leather,Black,1613.0,4.95,5.7,4.2,128.0
Opel Insignia,Compact,38990,VAT deductible,1852.0,1.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,On-board computer","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Adaptive Cruise Control,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control",6.0,1490.0,0.0,147.0,Demonstration,0.0,Full leather,Black,1487.5,6.2,7.5,4.9,136.0
Opel Insignia,Station wagon,39990,VAT deductible,500.0,1.0,2023-01,Yes,White,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system","Bluetooth,Digital radio,MP3,On-board computer,Radio,Sound system","Alloy wheels,Roof rack,Shift paddles","ABS,Adaptive Cruise Control,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6.0,1598.0,0.0,147.0,Demonstration,72.0,Full leather,Black,1613.0,6.6,8.3,5.6,156.0
Opel Insignia,Station wagon,39977,VAT nondeductible,100.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Sunroof","Bluetooth,CD player,Hands-free equipment,USB",Roof rack,"ABS,Adaptive Cruise Control,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",6.0,1956.0,0.0,125.0,New,0.0,Full leather,Black,1591.0,5.3,7.1,4.7,139.0
Opel Insignia,Sedans,37990,VAT nondeductible,10.0,0.0,2023-04,No,Black,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1598.0,0.0,100.0,New,0.0,Cloth,Black,1503.0,4.8,5.7,4.1,126.0
Opel Insignia,Station wagon,37985,VAT deductible,14.0,0.0,2023-04,No,Blue,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Sound system,USB","Alloy wheels,Roof rack,Sport seats,Touch screen,Trailer hitch,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1995.0,0.0,125.0,New,0.0,Part leather,Black,1613.0,5.5,7.0,4.7,145.0
Opel Insignia,Station wagon,37490,VAT deductible,10.0,0.0,2023-04,No,White,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,On-board computer,USB","Alloy wheels,Roof rack","ABS,Adaptive headlights,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Xenon headlights",6.0,1598.0,0.0,100.0,New,0.0,Cloth,Black,1540.0,4.9,5.7,4.2,128.0
Opel Insignia,Sedans,38879,VAT deductible,500.0,1.0,2023-06,Yes,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Digital radio,On-board computer,Radio",Alloy wheels,"ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6.0,1598.0,0.0,147.0,Demonstration,0.0,alcantara,Black,1503.0,6.3,8.0,5.3,145.0
Opel Insignia,Station wagon,38500,VAT deductible,3000.0,0.0,2023-04,No,White,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Touch screen","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1490.0,0.0,121.0,New,0.0,Full leather,Black,1522.0,6.5,7.9,5.6,147.0
Opel Insignia,Station wagon,38240,VAT deductible,10.0,0.0,2023-04,No,Grey,metallic,5.0,5.0,Manual,4.0,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6.0,1956.0,0.0,125.0,New,0.0,Cloth,Black,1633.0,5.6,7.3,4.7,148.0
Opel Insignia,Sedans,37950,VAT deductible,10.0,0.0,2023-04,No,Orange,metallic,4.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Heated steering wheel,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport package,Sport seats,Sport suspension,Touch screen,Voice Control","ABS,Adaptive headlights,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",6.0,1600.0,0.0,147.0,New,0.0,Full leather,Black,1522.0,6.0,7.7,5.1,138.0
Opel Insignia,Station wagon,39299,VAT deductible,10.0,0.0,2023-01,No,Black,metallic,5.0,5.0,Manual,4.0,front,Benzine,Euro 6,"Heated steering wheel,Hill Holder,Park Distance Control,Parking assist system sensors rear,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Roof rack","Fog lights,Lane departure warning system",6.0,1500.0,0.0,121.0,New,0.0,Cloth,Black,1.0,6.4,7.7,5.1,140.0
